,0,2,3,5,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,30,31,33,34,35,38,39,41,42,44,46
0,0.0,5.377350491784055,5.999416251761597,5.437987797596385,4.0344954399061885,12.877547689576508,10.91985304026687,7.2150690642230035,8.697411537554572,5.487810492168522,9.410923963176762,15.80509250934444,12.81261402728283,5.52433684693561,16.47907370184006,5.890284507874604,1.2459850679028304,2.9854920996892567,12.881461040432429,8.03072417826352,8.468828851852033,25.71503586650461,8.890001349166209,1.6319513203051512,9.2328769098497,2.113094732548662,9.355626193045982,12.139553747018596,20.14858674734592,13.346319610474358,8.954301173663731,8.174685827793803,10.138246862090645,9.91980478034924,4.601977516954784
2,5.377350491784055,0.0,5.757345020317445,8.425781766659094,9.30581699749295,18.02170508986844,16.28778854046036,2.036826593773033,4.239161122239296,1.8612074175673363,6.521400959149601,14.037923815373746,17.974203746269694,1.7662956810191914,14.598062533891106,11.225195088760616,4.141364807161413,2.417036695370043,18.03753385139301,13.033744299723844,13.62655782247305,20.467364317099552,13.02382637887789,3.750246386462993,14.404784055321947,6.217691628658438,9.394056840247124,6.965662060493097,14.908855847165238,7.971638118568591,12.973402335338854,12.537022352253892,7.754459054819121,13.286040376685747,8.44599819114944
3,5.999416251761597,5.757345020317445,0.0,4.1171432626535065,9.359937914799534,17.87530803300513,14.537143618295335,5.937824859146522,5.452181280474649,7.409783737516693,12.224758100136064,9.806571620056484,17.7747456947138,4.146561160714042,10.479660772966694,9.711641184864426,5.365409273526306,4.963179388539189,17.853368462481004,10.173273631227072,13.641122622198216,24.50634008354397,8.828643328912527,5.285902366039828,14.332074095349297,4.67878101801651,14.206824781219847,9.333087119553998,19.127425971475123,11.485447035304324,8.656815430320053,8.68827167093235,4.425718865066783,8.335870980247934,5.042199066227662
5,5.437987797596385,8.425781766659094,4.1171432626535065,0.0,7.050549698489447,14.641265761048295,10.728669718664555,9.35200284175412,9.433681189188874,9.557809399657764,14.196326977051989,12.237404535457207,14.518294498412214,7.318619326196874,12.94992092873306,6.320701025562983,5.70398684182135,6.530701419310508,14.601484358511078,6.153623051832679,10.72870659962889,28.33169266328165,4.805495654282738,5.908257949061248,11.31853853109564,3.325511066713616,14.785540950329905,13.342944568222329,22.866597686169754,15.338653162617904,4.682062271578134,4.5809641060294775,8.159120753264807,4.880514221024213,1.412438360481152
7,4.0344954399061885,9.30581699749295,9.359937914799534,7.050549698489447,0.0,8.849733382195904,7.318528814536379,11.215427205834446,12.722131541490963,9.03970649506518,11.96867596230178,18.920356756121272,8.78162590029296,9.558330446561754,19.620900671705023,2.9595424196045856,5.262876763075034,6.97972603983546,8.851331401702645,5.918256804238577,4.449310958735176,29.320268842986067,8.218449487294855,5.633249080646618,5.205514906121794,4.682020649030637,10.11563362566478,16.159984213510906,23.77115354264274,17.260371646716607,8.431931476375315,7.295482230968462,13.738730930287597,10.034350488152253,5.681141259404441
8,12.877547689576508,18.02170508986844,17.87530803300513,14.641265761048295,8.849733382195904,0.0,5.356524010641055,19.990579626784648,21.571495664543733,17.449953395696582,19.153977473813136,26.871812935352757,0.1813832572203834,18.40048000888535,27.58485526976701,8.32248826889477,14.090892384825567,15.778561127670748,0.1178204583193718,9.56385801927611,4.411394271143078,37.31839937277959,12.899802108360191,14.45014801835314,3.644823927721796,13.2907596563475,15.399872176581678,24.952249236294968,31.86430003655354,25.874303309821755,13.246031548504222,12.097420530360807,22.300858273884643,15.219100819274388,13.269931867988436
9,10.91985304026687,16.28778854046036,14.537143618295335,10.728669718664555,7.318528814536379,5.356524010641055,0.0,18.03608143959122,19.107059978098835,16.273419728274597,19.22485836406697,22.63972490772423,5.179051155873658,16.156841862540187,23.348430327055524,5.094993825545698,12.14705365102873,13.875677332913748,5.260101038738464,4.792040060945915,4.846954100447146,36.57633333993002,7.915009760042744,12.538561592243903,4.518473921146859,10.47733780069306,16.67470257155476,22.835201692503027,31.015609028650257,24.238129641572478,8.267440089133437,7.239594002536941,18.83921519466436,10.203381176043404,9.531145796590692
11,7.2150690642230035,2.036826593773033,5.937824859146522,9.35200284175412,11.215427205834446,19.990579626784648,18.03608143959122,0.0,2.449069925160841,3.4799092142260872,7.341039388744136,12.855050013868578,19.93819575808928,2.0477170660796045,13.35850614199427,12.944861785357958,5.9697596339929175,4.237064181376781,20.003157328944127,14.51056857645355,15.585471261314366,19.055935096266875,14.114768637866158,5.589326224103911,16.361145717257582,7.704729897588644,10.970803258901965,4.963165818770282,13.546049667731143,6.237301996655595,14.020128099308405,13.734100196554271,6.651658272147527,14.069564713303896,9.6444344242747
12,8.697411537554572,4.239161122239296,5.452181280474649,9.433681189188874,12.722131541490963,21.571495664543733,19.107059978098835,2.449069925160841,0.0,5.892895509687667,9.67418926531156,10.58266144138306,21.503623727266536,3.2034343349399967,11.048188572895851,14.037782312815144,7.506534601517132,5.91274559427683,21.573457712480256,15.168269599067845,17.16521896461712,19.070443673362625,14.224141319257267,7.168904739940449,17.926778073162936,8.630898544488394,13.417848893236972,3.9094679357590696,13.74382747058409,6.064833717732849,14.072244589819384,13.999545201167887,4.577491553300816,13.777108117892396,10.063858256240833
