,ID,longitude,latitude,pile_num,perimeter,area
0,0,145.11107576199998,-37.68940260235,1,235.7579879026206,4330.089582011391
1,1,144.9263865,-37.7970088,1,235.9593300226296,4336.389293330153
2,2,145.2798645,-37.7969198,1,235.95916302567974,4336.3840690141205
3,3,144.9790394,-37.8481018,1,236.0553282788066,4339.392275306621
4,4,145.010352201,-37.8127662263,1,235.98890913348052,4337.314622087413
5,5,145.1437916,-37.9280757,1,236.2061075616245,4344.108028114083
6,6,144.969709835,-37.7407540365,1,235.85393012047848,4333.091715853488
7,7,144.970213602,-37.741088379,1,235.85455563409633,4333.1112874517885
8,8,145.13310656,-37.9147588465,1,236.18095667891257,4343.321486159583
9,9,145.111186384,-37.8443555319,1,236.04828070946976,4339.171830493657
10,10,144.920987406,-37.7236235654,1,235.82189580218946,4332.089376038051
11,11,145.1659471255,-37.6737003463,1,235.72870213023387,4329.173113065222
12,12,145.04851985,-37.8454884,2,252.8207534805991,4910.23475378903
13,13,145.131922241,-37.9081282824,1,236.168440401729,4342.930054414704
14,14,145.102327214,-37.70229521,1,235.78205149913623,4330.842598081527
15,15,144.776113513,-37.7519664785,1,235.87491317420051,4333.748240367153
16,16,145.163750069,-37.8349550352,1,236.03060236227822,4338.618849515526
17,17,144.9595931,-37.8158872,1,235.9947705797437,4337.4979819274595
18,18,145.0564007,-37.8288881,1,236.01919765154813,4338.262100949216
19,19,145.190599474,-37.9365950862,1,236.22220691822918,4344.611486805729
20,20,144.925763704,-37.8283249067,1,236.018139135843,4338.228989394176
21,21,145.24536438533335,-37.87131771546667,1,236.0990334725033,4340.759302341149
22,22,144.9229537,-37.7660288,1,235.9012469380142,4334.572150402267
23,23,145.005075635,-37.7401084915,1,235.8527224175009,4333.053928239634
24,24,145.0685473,-37.7591293,1,235.88832418735893,4334.167837625949
25,25,144.992379382,-37.8481433149,1,236.05540638481128,4339.394718413176
26,26,144.924002059,-37.7085048149,1,235.79364730430962,4331.205452971178
27,27,145.1227132,-38.1435406,1,236.61549566682692,4356.906659362215
28,28,145.164989,-37.875897,1,236.10766049899507,4341.029131092308
29,29,145.01071494425,-37.813007983075,1,235.98936313939907,4337.328824511793
30,30,145.030600394,-37.767083915,1,235.903223578724,4334.633992658171
31,31,145.0826588,-37.8861421,1,236.12696899183416,4341.63303301222
32,32,144.935202959,-37.8224143844,1,236.007032266525,4337.881551160565
33,33,145.159594,-37.9058135,1,236.16407189631394,4342.793432862158
34,34,144.885526826,-37.7136505213,1,235.80325924491305,4331.506224175784
35,35,144.831557706,-37.8634220749,1,236.08416354540455,4340.294205347012
36,36,145.231898,-37.986473,1,236.31660720376726,4347.563327283729
37,37,144.981272,-37.8543276,1,236.06704346180095,4339.758715837941
38,38,145.124083208,-37.821678049,1,236.00564881014515,4337.838274334818
39,39,145.250265719,-38.1069359,1,236.54561930670386,4354.722677137997
40,40,144.99889245,-37.8178352208,1,235.99842960769135,4337.612444120608
41,41,144.9982549,-37.8181912,1,235.9990982954458,4337.633362024867
42,42,145.073026,-37.7018751,1,235.7812671222812,4330.818053194453
43,43,145.0436879,-37.8760732,1,236.1079924880017,4341.039514693156
44,44,145.070935,-37.678694,1,235.7380130215286,4329.464492444512
45,45,145.18007156,-37.9528594835,1,236.25296223885655,4345.573232860487
46,46,145.050275364,-37.9369555582,1,236.22288827295995,4344.632793851
47,47,145.1398749,-37.9209923,1,236.1927273086794,4343.689591963741
48,48,145.104433007,-37.8540197685,1,236.0664641205026,4339.7405947002535
49,49,145.13498137,-37.9121995629,1,236.1761250968246,4343.170385025938
50,50,144.9712506,-37.8177027,1,235.99818067883223,4337.604657113565
51,51,145.1240907,-37.7878712,1,235.94218852404913,4335.853033954331
52,52,144.9147733,-37.6163148,1,235.6218787156138,4325.829839489713
53,53,144.96951826,-37.7024739201,1,235.78238516902013,4330.853039328431
54,54,144.961926,-37.773814,1,235.91583421365203,4335.0285316020545
55,55,144.9620273,-37.77148,1,235.91146032988897,4334.891690203751
56,56,144.769309537,-37.8654587772,1,236.08799869525924,4340.4141609628605
57,57,144.90470618,-37.8631194809,1,236.083593789013,4340.276384453627
58,58,145.017694096,-37.9593821797,1,236.2653037628996,4345.959150839216
59,59,145.022761816,-37.8808635251,1,236.11701939838085,4341.321846808494
60,60,144.96149892,-37.7189034744,1,235.81307418705362,4331.81334311659
61,61,144.893570264,-38.461879207,1,237.22888127762775,4376.0683228727
62,62,145.14202706499998,-37.7232062322,1,235.8211157399345,4332.064967643117
