,time,temp,feelslike,humidity,dew,precip,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,conditions,tzoffset
2160,2023-04-01 00:00:00,13.4,13.4,70.29,8.1,0.0,0.0,0.0,,22.0,9.4,268.0,1017.9,30.0,29.2,0.0,0.0,0.0,2,
2161,2023-04-01 01:00:00,12.8,12.8,71.7,7.8,0.0,0.0,0.0,,20.5,9.2,269.0,1017.9,10.0,51.2,0.0,0.0,0.0,2,
2162,2023-04-01 02:00:00,12.4,12.4,77.05,8.5,0.0,0.0,0.0,,19.8,9.3,278.0,1017.8,10.0,48.7,0.0,0.0,0.0,2,
2163,2023-04-01 03:00:00,12.0,12.0,85.88,9.7,0.912,0.0,0.0,['rain'],19.1,9.4,250.0,1017.9,5.2,98.0,0.0,0.0,0.0,5,
2164,2023-04-01 04:00:00,11.6,11.6,83.48,8.9,0.0,0.0,0.0,,17.6,9.2,174.0,1017.9,10.0,70.7,0.0,0.0,0.0,2,
2165,2023-04-01 05:00:00,11.5,11.5,86.99,9.4,0.0,0.0,0.0,,18.4,2.3,278.0,1017.6,10.0,95.3,0.0,0.0,0.0,1,
2166,2023-04-01 06:00:00,11.4,11.4,96.71,10.9,0.0,0.0,0.0,,19.4,0.7,279.0,1017.7,20.0,88.5,0.0,0.0,0.0,2,
2167,2023-04-01 07:00:00,11.3,11.3,97.35,10.9,0.0,0.0,0.0,,19.1,0.7,250.0,1018.3,0.0,100.0,0.0,0.0,0.0,1,
2168,2023-04-01 08:00:00,11.5,11.5,87.69,9.5,0.0,0.0,0.0,,21.2,0.6,179.0,1019.0,10.0,100.0,28.0,0.1,0.0,1,
2169,2023-04-01 09:00:00,13.1,13.1,76.32,9.0,0.011,0.0,0.0,['rain'],25.2,9.5,146.0,1019.5,30.0,98.0,84.0,0.3,1.0,5,
2170,2023-04-01 10:00:00,14.4,14.4,61.0,7.0,0.0,0.0,0.0,,33.1,12.9,155.0,1020.0,0.0,49.9,274.0,1.0,3.0,2,
2171,2023-04-01 11:00:00,15.0,15.0,50.51,4.8,0.0,0.0,0.0,,41.0,13.4,178.0,1020.3,0.0,68.2,297.0,1.1,3.0,2,
2172,2023-04-01 12:00:00,14.5,14.5,59.81,6.8,0.0,0.0,0.0,,41.0,15.4,161.0,1020.4,30.0,96.1,183.0,0.7,2.0,1,
2173,2023-04-01 13:00:00,14.8,14.8,60.42,7.2,0.0,0.0,0.0,,40.3,13.6,169.0,1020.4,10.0,95.9,225.0,0.8,2.0,1,
2174,2023-04-01 14:00:00,13.2,13.2,72.05,8.3,0.0,0.0,0.0,,40.7,10.6,159.0,1020.2,10.0,97.4,269.0,1.0,3.0,1,
2175,2023-04-01 15:00:00,14.7,14.7,61.61,7.4,0.183,0.0,0.0,['rain'],40.7,13.4,197.0,1019.9,30.0,98.0,317.0,1.1,3.0,5,
2176,2023-04-01 16:00:00,14.7,14.7,57.66,6.4,0.0,0.0,0.0,,38.9,13.2,169.0,1019.8,0.0,89.2,226.0,0.8,2.0,2,
2177,2023-04-01 17:00:00,15.3,15.3,53.73,6.0,0.0,0.0,0.0,,39.6,13.4,169.0,1019.8,0.0,74.9,201.0,0.7,2.0,2,
2178,2023-04-01 18:00:00,14.8,14.8,58.32,6.7,0.0,0.0,0.0,,36.0,10.0,168.0,1019.9,30.0,98.0,93.0,0.3,1.0,1,
2179,2023-04-01 19:00:00,14.4,14.4,63.18,7.5,0.0,0.0,0.0,,35.3,13.3,186.0,1020.3,10.0,77.1,26.0,0.1,0.0,2,
2180,2023-04-01 20:00:00,13.8,13.8,65.18,7.4,0.0,0.0,0.0,,27.7,8.3,168.0,1020.9,10.0,57.8,5.0,0.0,0.0,2,
2181,2023-04-01 21:00:00,14.0,14.0,63.58,7.2,0.0,0.0,0.0,,22.7,7.9,158.0,1021.4,30.0,98.0,0.0,0.0,0.0,1,
2182,2023-04-01 22:00:00,13.9,13.9,61.87,6.7,0.0,0.0,0.0,,16.6,9.5,148.0,1021.7,10.0,93.9,0.0,0.0,0.0,1,
2183,2023-04-01 23:00:00,13.3,13.3,64.93,6.9,0.0,0.0,0.0,,11.9,5.5,111.0,1021.8,10.0,78.8,0.0,0.0,0.0,2,
2184,2023-04-02 00:00:00,12.8,12.8,65.84,6.6,0.0,0.0,0.0,,11.5,5.4,101.0,1021.5,30.0,91.9,0.0,0.0,0.0,1,
2185,2023-04-02 01:00:00,11.4,11.4,70.36,6.2,0.0,0.0,0.0,,8.6,0.5,127.0,1021.2,10.0,33.0,0.0,0.0,0.0,2,
2186,2023-04-02 02:00:00,10.5,10.5,76.75,6.6,0.0,0.0,0.0,,6.5,0.5,137.0,1021.0,10.0,17.9,0.0,0.0,0.0,0,
2187,2023-04-02 02:00:00,10.4,10.4,82.66,7.6,0.0,0.0,0.0,,4.7,0.3,158.0,1020.6,10.0,22.2,0.0,0.0,0.0,2,10.0
2188,2023-04-02 03:00:00,10.7,10.7,79.15,7.3,0.0,0.0,0.0,,5.0,2.0,76.0,1020.3,30.0,83.9,0.0,0.0,0.0,2,10.0
2189,2023-04-02 04:00:00,10.8,10.8,78.29,7.1,0.0,0.0,0.0,,6.1,5.3,327.0,1020.1,10.0,9.3,0.0,0.0,0.0,0,10.0
2190,2023-04-02 05:00:00,10.2,10.2,80.79,7.0,0.0,0.0,0.0,,6.8,9.1,33.0,1020.3,10.0,17.1,0.0,0.0,0.0,0,10.0
2191,2023-04-02 06:00:00,9.5,8.7,81.73,6.5,0.0,0.0,0.0,,6.1,7.0,49.0,1020.7,30.0,29.2,0.0,0.0,0.0,2,10.0
2192,2023-04-02 07:00:00,8.5,8.5,84.75,6.1,0.0,0.0,0.0,,6.1,3.7,46.0,1021.0,10.0,23.5,24.0,0.1,0.0,2,10.0
2193,2023-04-02 08:00:00,10.3,10.3,79.0,6.8,0.0,0.0,0.0,,9.4,7.2,36.0,1021.4,10.0,53.1,175.0,0.6,2.0,2,10.0
2194,2023-04-02 09:00:00,13.1,13.1,69.4,7.7,0.0,0.0,0.0,,15.1,5.3,31.0,1022.0,30.0,64.1,412.0,1.5,4.0,2,10.0
2195,2023-04-02 10:00:00,15.2,15.2,62.05,8.0,0.0,0.0,0.0,,20.9,2.6,281.0,1021.9,10.0,19.1,592.0,2.1,6.0,0,10.0
2196,2023-04-02 11:00:00,16.6,16.6,54.82,7.5,0.0,0.0,0.0,,22.7,7.8,112.0,1021.6,10.0,5.8,724.0,2.6,7.0,0,10.0
2197,2023-04-02 12:00:00,16.9,16.9,54.71,7.7,0.0,0.0,0.0,,22.3,9.4,229.0,1021.1,35.0,30.0,619.0,2.2,6.0,2,10.0
2198,2023-04-02 13:00:00,17.1,17.1,55.12,8.1,0.0,0.0,0.0,,21.2,12.6,197.0,1020.4,10.0,46.2,736.0,2.6,7.0,2,10.0
2199,2023-04-02 14:00:00,17.5,17.5,50.94,7.2,0.0,0.0,0.0,,17.3,11.0,200.0,1019.5,10.0,84.9,714.0,2.6,7.0,2,10.0
2200,2023-04-02 15:00:00,18.0,18.0,53.2,8.3,0.0,0.0,0.0,,19.4,11.2,193.0,1019.4,40.0,16.0,583.0,2.1,6.0,0,10.0
2201,2023-04-02 16:00:00,18.1,18.1,51.76,8.1,0.0,0.0,0.0,,24.8,9.8,211.0,1019.2,10.0,0.0,417.0,1.5,4.0,0,10.0
2202,2023-04-02 17:00:00,17.2,17.2,56.74,8.6,0.0,0.0,0.0,,29.9,9.9,171.0,1019.1,10.0,0.2,203.0,0.7,2.0,0,10.0
2203,2023-04-02 18:00:00,16.1,16.1,62.13,8.9,0.0,0.0,0.0,,29.2,8.2,177.0,1019.3,40.0,10.0,20.0,0.1,0.0,0,10.0
2204,2023-04-02 19:00:00,15.1,15.1,70.04,9.7,0.0,0.0,0.0,,22.0,6.1,176.0,1019.9,10.0,10.7,5.0,0.0,0.0,0,10.0
2205,2023-04-02 20:00:00,14.5,14.5,70.14,9.1,0.0,0.0,0.0,,15.8,9.5,157.0,1020.5,10.0,10.2,0.0,0.0,0.0,0,10.0
2206,2023-04-02 21:00:00,13.9,13.9,73.07,9.1,0.0,0.0,0.0,,19.4,7.9,130.0,1020.5,30.0,10.0,0.0,0.0,0.0,0,10.0
2207,2023-04-02 22:00:00,13.2,13.2,75.56,9.0,0.0,0.0,0.0,,18.7,3.9,113.0,1020.5,10.0,0.0,0.0,0.0,0.0,0,10.0
2208,2023-04-02 23:00:00,12.4,12.4,79.18,8.9,0.0,0.0,0.0,,15.1,0.5,177.0,1020.3,10.0,1.0,0.0,0.0,0.0,0,10.0
2209,2023-04-03 00:00:00,11.2,11.2,87.24,9.1,0.0,0.0,0.0,,13.0,0.5,231.0,1019.9,30.0,1.8,0.0,0.0,0.0,0,10.0
2210,2023-04-03 01:00:00,10.6,10.6,90.1,9.1,0.0,0.0,0.0,,10.8,0.7,319.0,1019.8,10.0,1.3,0.0,0.0,0.0,0,10.0
2211,2023-04-03 02:00:00,10.3,10.3,95.75,9.6,0.0,0.0,0.0,,8.3,0.5,335.0,1019.6,10.0,0.3,0.0,0.0,0.0,0,10.0
2212,2023-04-03 03:00:00,9.6,9.6,99.85,9.6,0.0,0.0,0.0,,5.4,0.6,347.0,1019.2,30.0,1.8,0.0,0.0,0.0,0,10.0
2213,2023-04-03 04:00:00,9.4,9.4,96.96,8.9,0.0,0.0,0.0,,3.2,0.5,315.0,1019.1,10.0,2.8,0.0,0.0,0.0,0,10.0
2214,2023-04-03 05:00:00,9.3,9.3,93.5,8.3,0.0,0.0,0.0,,3.6,2.0,56.0,1019.4,0.0,9.8,0.0,0.0,0.0,0,10.0
2215,2023-04-03 06:00:00,8.9,7.5,90.95,7.5,0.0,0.0,0.0,,7.6,9.0,34.0,1019.5,30.0,10.0,0.0,0.0,0.0,0,10.0
2216,2023-04-03 07:00:00,8.8,7.5,92.8,7.7,0.0,0.0,0.0,,9.0,8.7,38.0,1020.0,10.0,100.0,20.0,0.1,0.0,1,10.0
2217,2023-04-03 08:00:00,10.5,10.5,86.33,8.3,0.0,0.0,0.0,,10.8,7.2,31.0,1020.3,10.0,100.0,81.0,0.3,1.0,1,10.0
2218,2023-04-03 09:00:00,13.3,13.3,79.02,9.8,0.0,0.0,0.0,,12.2,6.9,45.0,1020.4,30.0,10.0,292.0,1.1,3.0,0,10.0
2219,2023-04-03 10:00:00,16.3,16.3,68.55,10.5,0.0,0.0,0.0,,14.0,0.3,342.0,1020.1,10.0,6.6,569.0,2.0,6.0,0,10.0
2220,2023-04-03 11:00:00,18.6,18.6,59.34,10.5,0.0,0.0,0.0,,16.9,3.9,71.0,1019.5,10.0,1.7,692.0,2.5,7.0,0,10.0
2221,2023-04-03 12:00:00,20.3,20.3,55.21,11.0,0.0,0.0,0.0,,19.4,5.9,360.0,1018.8,40.0,25.4,773.0,2.8,8.0,2,10.0
2222,2023-04-03 13:00:00,21.9,21.9,52.82,11.8,0.0,0.0,0.0,,22.0,5.9,108.0,1017.7,10.0,36.0,788.0,2.8,8.0,2,10.0
2223,2023-04-03 14:00:00,21.7,21.7,57.34,12.9,0.0,0.0,0.0,,23.8,10.8,195.0,1016.8,10.0,44.8,707.0,2.5,7.0,2,10.0
2224,2023-04-03 15:00:00,20.9,20.9,61.12,13.1,0.0,0.0,0.0,,21.6,11.5,234.0,1016.5,40.0,96.0,329.0,1.2,3.0,1,10.0
2225,2023-04-03 16:00:00,20.1,20.1,66.03,13.6,0.0,0.0,0.0,,19.8,9.8,266.0,1016.4,10.0,13.7,159.0,0.6,2.0,0,10.0
2226,2023-04-03 17:00:00,22.3,22.3,60.47,14.3,0.0,0.0,0.0,,12.6,1.1,145.0,1016.1,10.0,27.3,172.0,0.6,2.0,2,10.0
2227,2023-04-03 18:00:00,19.6,19.6,72.43,14.5,0.0,0.0,0.0,,12.6,5.8,233.0,1016.5,30.0,77.9,30.0,0.1,0.0,2,10.0
2228,2023-04-03 19:00:00,17.5,17.5,82.85,14.6,0.0,0.0,0.0,,12.6,0.6,265.0,1016.9,10.0,28.0,0.5,0.0,0.0,2,10.0
2229,2023-04-03 20:00:00,16.2,16.2,92.2,14.9,0.0,0.0,0.0,,13.0,0.9,290.0,1017.5,10.0,45.3,0.0,0.0,0.0,2,10.0
2230,2023-04-03 21:00:00,15.5,15.5,97.46,15.1,0.0,0.0,0.0,,10.8,0.9,281.0,1018.0,30.0,10.0,0.0,0.0,0.0,0,10.0
2231,2023-04-03 22:00:00,15.8,15.8,89.11,14.0,0.0,0.0,0.0,,5.0,7.7,322.0,1018.4,10.0,30.8,0.0,0.0,0.0,2,10.0
2232,2023-04-03 23:00:00,14.8,14.8,89.14,13.1,0.0,0.0,0.0,,10.1,5.6,319.0,1018.4,10.0,25.0,0.0,0.0,0.0,2,10.0
2233,2023-04-04 00:00:00,13.7,13.7,98.44,13.4,0.0,0.0,0.0,,10.8,0.6,328.0,1018.3,30.0,10.0,0.0,0.0,0.0,0,10.0
2234,2023-04-04 01:00:00,13.1,13.1,99.66,13.1,0.0,0.0,0.0,,11.2,2.3,358.0,1018.2,10.0,26.9,0.0,0.0,0.0,2,10.0
2235,2023-04-04 02:00:00,12.5,12.5,99.79,12.4,0.0,0.0,0.0,,10.8,0.6,334.0,1018.1,10.0,27.8,0.0,0.0,0.0,2,10.0
2236,2023-04-04 03:00:00,12.4,12.4,99.77,12.4,0.0,0.0,0.0,,10.8,0.5,340.0,1017.6,30.0,61.7,0.0,0.0,0.0,2,10.0
2237,2023-04-04 04:00:00,12.2,12.2,99.94,12.2,0.0,0.0,0.0,,11.9,0.6,298.0,1017.8,10.0,18.5,0.0,0.0,0.0,0,10.0
2238,2023-04-04 05:00:00,11.9,11.9,99.94,11.9,0.0,0.0,0.0,,13.3,0.5,308.0,1018.2,10.0,4.3,0.0,0.0,0.0,0,10.0
2239,2023-04-04 06:00:00,13.0,13.0,99.94,13.0,0.0,0.0,0.0,,12.6,7.1,356.0,1018.7,2.3,83.9,0.0,0.0,0.0,2,10.0
2240,2023-04-04 07:00:00,12.4,12.4,99.91,12.4,0.0,0.0,0.0,,13.0,8.8,26.0,1019.0,10.0,0.2,18.0,0.1,0.0,0,10.0
2241,2023-04-04 08:00:00,13.8,13.8,99.77,13.7,0.0,0.0,0.0,,16.2,7.1,39.0,1019.5,10.0,19.1,130.0,0.5,1.0,0,10.0
2242,2023-04-04 09:00:00,16.7,16.7,80.7,13.4,0.002,0.0,0.0,['rain'],16.9,7.2,1.0,1019.3,30.0,53.9,381.0,1.4,4.0,6,10.0
2243,2023-04-04 10:00:00,20.0,20.0,66.38,13.5,0.0,0.0,0.0,,18.7,2.5,73.0,1018.9,0.0,0.0,546.0,2.0,5.0,0,10.0
2244,2023-04-04 11:00:00,19.9,19.9,69.89,14.2,0.0,0.0,0.0,,21.2,7.9,153.0,1018.4,10.0,22.3,681.0,2.5,7.0,2,10.0
2245,2023-04-04 12:00:00,21.6,21.6,63.32,14.4,0.0,0.0,0.0,,21.6,10.1,216.0,1017.6,30.0,40.0,738.0,2.7,7.0,2,10.0
2246,2023-04-04 13:00:00,21.1,21.1,63.17,13.9,0.0,0.0,0.0,,20.9,11.6,212.0,1016.8,10.0,63.8,695.0,2.5,7.0,2,10.0
2247,2023-04-04 14:00:00,20.6,20.6,68.71,14.6,0.0,0.0,0.0,,20.2,15.1,216.0,1016.4,0.0,74.5,640.0,2.3,6.0,2,10.0
2248,2023-04-04 15:00:00,20.9,20.9,70.95,15.5,0.0,0.0,0.0,,24.1,11.9,211.0,1016.3,25.0,80.0,511.0,1.8,5.0,2,10.0
2249,2023-04-04 16:00:00,20.4,20.4,71.36,15.0,0.0,0.0,0.0,,27.7,13.4,199.0,1016.6,10.0,77.8,368.0,1.3,4.0,2,10.0
2250,2023-04-04 17:00:00,19.5,19.5,75.11,15.0,0.0,0.0,0.0,,34.2,10.3,181.0,1017.0,10.0,65.1,191.0,0.7,2.0,2,10.0
2251,2023-04-04 18:00:00,18.1,18.1,83.31,15.2,0.0,0.0,0.0,,33.8,13.0,198.0,1017.6,25.0,52.2,30.0,0.1,0.0,2,10.0
2252,2023-04-04 19:00:00,17.6,17.6,87.22,15.5,0.0,0.0,0.0,,25.9,13.1,207.0,1018.4,10.0,78.3,0.3,0.0,0.0,2,10.0
2253,2023-04-04 20:00:00,17.3,17.3,85.99,14.9,0.0,0.0,0.0,,20.2,5.8,179.0,1018.9,10.0,80.9,0.0,0.0,0.0,2,10.0
2254,2023-04-04 21:00:00,16.1,16.1,91.34,14.7,0.0,0.0,0.0,,18.0,4.0,181.0,1019.3,25.0,63.7,0.0,0.0,0.0,2,10.0
2255,2023-04-04 22:00:00,16.1,16.1,89.88,14.5,0.0,0.0,0.0,,16.2,2.1,180.0,1019.3,10.0,97.9,0.0,0.0,0.0,1,10.0
2256,2023-04-04 23:00:00,15.8,15.8,91.7,14.5,0.0,0.0,0.0,,19.1,0.6,162.0,1019.0,10.0,100.0,0.0,0.0,0.0,1,10.0
2257,2023-04-05 00:00:00,14.9,14.9,96.96,14.5,0.0,0.0,0.0,,19.8,0.2,202.0,1018.7,25.0,94.9,0.0,0.0,0.0,1,10.0
2258,2023-04-05 01:00:00,14.6,14.6,99.23,14.5,0.0,0.0,0.0,,19.1,0.1,160.0,1018.6,10.0,100.0,0.0,0.0,0.0,1,10.0
2259,2023-04-05 02:00:00,14.6,14.6,99.81,14.6,0.0,0.0,0.0,,16.6,1.9,177.0,1018.6,10.0,100.0,0.0,0.0,0.0,1,10.0
2260,2023-04-05 03:00:00,14.4,14.4,99.8,14.3,0.0,0.0,0.0,,15.5,0.5,145.0,1018.1,24.0,98.0,0.0,0.0,0.0,1,10.0
2261,2023-04-05 04:00:00,14.1,14.1,99.75,14.1,0.0,0.0,0.0,,13.7,0.5,138.0,1018.0,10.0,100.0,0.0,0.0,0.0,1,10.0
2262,2023-04-05 05:00:00,14.8,14.8,99.76,14.8,0.0,0.0,0.0,,12.6,0.6,175.0,1018.2,10.0,100.0,0.0,0.0,0.0,1,10.0
2263,2023-04-05 06:00:00,15.3,15.3,98.08,15.0,0.0,0.0,0.0,,11.9,0.4,176.0,1018.2,20.0,91.9,0.0,0.0,0.0,1,10.0
2264,2023-04-05 07:00:00,15.5,15.5,94.13,14.5,0.0,0.0,0.0,,11.9,0.2,170.0,1018.5,10.0,100.0,12.0,0.0,0.0,1,10.0
2265,2023-04-05 08:00:00,16.0,16.0,91.01,14.5,0.0,0.0,0.0,,15.8,0.8,106.0,1018.6,10.0,100.0,57.0,0.2,1.0,1,10.0
2266,2023-04-05 09:00:00,16.8,16.8,76.63,12.6,0.0,0.0,0.0,,19.8,2.5,154.0,1018.8,20.0,98.0,86.0,0.3,1.0,1,10.0
2267,2023-04-05 10:00:00,16.8,16.8,74.7,12.3,0.0,0.0,0.0,,20.9,5.7,165.0,1018.8,10.0,100.0,128.0,0.5,1.0,1,10.0
2268,2023-04-05 11:00:00,17.3,17.3,72.19,12.2,0.0,0.0,0.0,,20.9,7.8,159.0,1018.5,10.0,100.0,165.0,0.6,2.0,1,10.0
2269,2023-04-05 12:00:00,17.4,17.4,72.64,12.4,0.0,0.0,0.0,,22.0,5.9,177.0,1018.0,20.0,98.0,185.0,0.7,2.0,1,10.0
2270,2023-04-05 13:00:00,17.9,17.9,68.41,12.0,0.0,0.0,0.0,,22.3,6.0,169.0,1017.4,10.0,99.3,166.0,0.6,2.0,1,10.0
2271,2023-04-05 14:00:00,17.7,17.7,70.05,12.2,0.0,0.0,0.0,,24.5,11.3,195.0,1016.8,10.0,99.5,156.0,0.6,2.0,1,10.0
2272,2023-04-05 15:00:00,18.1,18.1,68.3,12.1,0.0,0.0,0.0,,26.6,9.8,177.0,1016.4,20.0,98.0,172.0,0.6,2.0,1,10.0
2273,2023-04-05 16:00:00,18.1,18.1,69.2,12.4,0.0,0.0,0.0,,28.4,9.6,195.0,1016.0,0.0,93.2,180.0,0.6,2.0,1,10.0
2274,2023-04-05 17:00:00,17.6,17.6,70.6,12.2,0.0,0.0,0.0,,32.4,9.5,196.0,1015.7,10.0,33.9,95.0,0.3,1.0,2,10.0
2275,2023-04-05 18:00:00,17.1,17.1,71.63,11.9,0.0,0.0,0.0,,29.2,8.0,187.0,1015.6,25.0,98.0,26.0,0.1,0.0,1,10.0
2276,2023-04-05 19:00:00,16.8,16.8,70.9,11.5,0.0,0.0,0.0,,18.7,4.1,179.0,1015.9,10.0,5.3,0.2,0.0,0.0,0,10.0
2277,2023-04-05 20:00:00,16.6,16.6,73.09,11.7,0.0,0.0,0.0,,13.0,5.7,158.0,1015.8,10.0,7.8,0.0,0.0,0.0,0,10.0
2278,2023-04-05 21:00:00,16.3,16.3,76.3,12.1,0.0,0.0,0.0,,11.9,0.5,126.0,1016.1,25.0,98.0,0.0,0.0,0.0,1,10.0
2279,2023-04-05 22:00:00,16.3,16.3,75.62,12.0,0.0,0.0,0.0,,11.5,3.7,149.0,1015.8,10.0,1.0,0.0,0.0,0.0,0,10.0
2280,2023-04-05 23:00:00,16.1,16.1,77.7,12.2,0.0,0.0,0.0,,10.8,3.6,156.0,1015.2,10.0,1.8,0.0,0.0,0.0,0,10.0
2281,2023-04-06 00:00:00,15.8,15.8,79.73,12.3,0.0,0.0,0.0,,9.4,5.0,179.0,1014.7,20.0,98.0,0.0,0.0,0.0,1,10.0
2282,2023-04-06 01:00:00,15.8,15.8,79.69,12.3,0.0,0.0,0.0,,7.6,3.5,132.0,1014.3,10.0,1.0,0.0,0.0,0.0,0,10.0
2283,2023-04-06 02:00:00,15.5,15.5,81.15,12.3,0.0,0.0,0.0,,7.9,2.0,44.0,1013.8,10.0,2.6,0.0,0.0,0.0,0,10.0
2284,2023-04-06 03:00:00,15.3,15.3,81.75,12.2,0.0,0.0,0.0,,7.2,1.7,79.0,1013.0,15.0,98.0,0.0,0.0,0.0,1,10.0
2285,2023-04-06 04:00:00,15.1,15.1,82.83,12.2,0.0,0.0,0.0,,6.5,3.3,21.0,1012.6,10.0,100.0,0.0,0.0,0.0,1,10.0
2286,2023-04-06 05:00:00,13.7,13.7,92.13,12.4,0.0,0.0,0.0,,9.7,0.0,120.0,1012.5,10.0,100.0,0.0,0.0,0.0,1,10.0
2287,2023-04-06 06:00:00,14.5,14.5,87.92,12.5,0.0,0.0,0.0,,12.6,7.3,26.0,1012.4,8.0,80.9,0.0,0.0,0.0,2,10.0
2288,2023-04-06 07:00:00,14.4,14.4,88.49,12.5,0.0,0.0,0.0,,15.5,9.1,15.0,1012.3,5.0,100.0,14.0,0.1,0.0,1,10.0
2289,2023-04-06 08:00:00,14.8,14.8,88.86,12.9,0.0,0.0,0.0,,19.8,7.6,24.0,1012.3,7.0,100.0,83.0,0.3,1.0,1,10.0
2290,2023-04-06 09:00:00,17.0,17.0,79.17,13.3,0.0,0.0,0.0,,23.4,5.6,62.0,1012.3,20.0,90.0,285.0,1.0,3.0,2,10.0
2291,2023-04-06 10:00:00,19.6,19.6,67.22,13.4,0.0,0.0,0.0,,30.2,7.7,51.0,1011.6,10.0,97.5,536.0,1.9,5.0,1,10.0
2292,2023-04-06 11:00:00,21.9,21.9,56.83,13.0,0.0,0.0,0.0,,39.2,9.9,37.0,1010.7,0.0,100.0,508.0,1.8,5.0,1,10.0
2293,2023-04-06 12:00:00,24.6,24.6,40.58,10.3,0.0,0.0,0.0,,42.1,18.3,2.0,1009.6,28.0,56.1,644.0,2.3,6.0,2,10.0
2294,2023-04-06 13:00:00,24.6,24.6,38.58,9.6,0.0,0.0,0.0,,41.4,20.3,2.0,1008.8,10.0,99.2,635.0,2.3,6.0,1,10.0
2295,2023-04-06 14:00:00,24.8,24.8,39.68,10.1,0.0,0.0,0.0,,37.4,18.3,11.0,1007.8,10.0,100.0,267.0,1.0,3.0,1,10.0
2296,2023-04-06 15:00:00,24.0,24.0,41.11,10.0,0.0,0.0,0.0,,33.1,16.6,3.0,1007.4,30.0,98.0,165.0,0.6,2.0,1,10.0
2297,2023-04-06 16:00:00,23.6,23.6,43.66,10.5,0.0,0.0,0.0,,30.2,16.4,2.0,1006.9,10.0,89.6,121.0,0.4,1.0,2,10.0
2298,2023-04-06 17:00:00,23.2,23.2,45.97,11.0,0.0,0.0,0.0,,32.0,14.6,2.0,1006.6,10.0,92.0,49.0,0.2,0.0,1,10.0
2299,2023-04-06 18:00:00,22.2,22.2,51.26,11.7,0.0,0.0,0.0,,28.8,10.8,360.0,1006.9,30.0,96.1,10.0,0.0,0.0,1,10.0
2300,2023-04-06 19:00:00,21.3,21.3,56.41,12.3,0.0,0.0,0.0,,27.7,11.0,341.0,1007.3,10.0,98.0,0.1,0.0,0.0,1,10.0
2301,2023-04-06 20:00:00,20.0,20.0,65.48,13.3,0.0,0.0,0.0,,24.5,9.7,356.0,1007.6,10.0,100.0,0.0,0.0,0.0,1,10.0
2302,2023-04-06 21:00:00,17.4,17.4,82.26,14.4,1.921,0.0,0.0,['rain'],25.2,10.7,360.0,1007.9,10.0,100.0,0.0,0.0,0.0,5,10.0
2303,2023-04-06 22:00:00,17.0,17.0,91.71,15.7,0.0,0.0,0.0,,26.3,5.6,32.0,1007.3,0.0,100.0,0.0,0.0,0.0,1,10.0
2304,2023-04-06 23:00:00,16.6,16.6,94.38,15.7,0.0,0.0,0.0,,23.4,11.4,34.0,1005.7,10.0,93.3,0.0,0.0,0.0,1,10.0
2305,2023-04-07 00:00:00,16.8,16.8,94.32,15.8,0.0,0.0,0.0,,24.5,9.9,16.0,1004.5,20.0,98.0,0.0,0.0,0.0,1,10.0
2306,2023-04-07 01:00:00,16.6,16.6,94.32,15.7,0.0,0.0,0.0,,28.4,9.2,23.0,1003.3,10.0,71.1,0.0,0.0,0.0,2,10.0
2307,2023-04-07 02:00:00,16.7,16.7,88.97,14.9,0.0,0.0,0.0,,31.3,9.2,31.0,1002.6,10.0,79.3,0.0,0.0,0.0,2,10.0
2308,2023-04-07 03:00:00,16.8,16.8,87.18,14.6,2.862,0.0,0.0,['rain'],31.3,9.1,13.0,1001.9,25.0,91.9,0.0,0.0,0.0,5,10.0
2309,2023-04-07 04:00:00,16.8,16.8,84.81,14.2,0.0,0.0,0.0,,24.5,9.0,15.0,1000.9,10.0,67.5,0.0,0.0,0.0,2,10.0
2310,2023-04-07 05:00:00,17.0,17.0,81.98,13.9,0.0,0.0,0.0,,25.6,7.7,14.0,1000.3,10.0,65.0,0.0,0.0,0.0,2,10.0
2311,2023-04-07 06:00:00,16.6,16.6,87.3,14.5,0.0,0.0,0.0,,25.6,0.8,42.0,1000.0,30.0,98.0,0.0,0.0,0.0,1,10.0
2312,2023-04-07 07:00:00,16.4,16.4,90.01,14.8,0.0,0.0,0.0,,26.6,1.2,31.0,999.9,10.0,95.9,10.0,0.0,0.0,1,10.0
2313,2023-04-07 08:00:00,17.6,17.6,73.19,12.7,0.0,0.0,0.0,,34.2,13.0,353.0,999.5,10.0,100.0,70.0,0.3,1.0,1,10.0
2314,2023-04-07 09:00:00,17.9,17.9,72.38,12.8,0.277,0.0,0.0,['rain'],38.2,12.9,345.0,999.3,30.0,90.0,139.0,0.5,1.0,6,10.0
2315,2023-04-07 10:00:00,18.8,18.8,70.88,13.4,0.0,0.0,0.0,,38.5,16.4,1.0,999.2,10.0,100.0,197.0,0.7,2.0,1,10.0
2316,2023-04-07 11:00:00,19.1,19.1,68.41,13.2,0.0,0.0,0.0,,42.8,15.2,353.0,998.9,0.0,91.6,191.0,0.7,2.0,1,10.0
2317,2023-04-07 12:00:00,19.3,19.3,65.82,12.7,0.0,0.0,0.0,,39.2,18.4,360.0,998.4,24.0,98.0,214.0,0.8,2.0,1,10.0
