,ID,longitude,latitude,pile_num,perimeter,area
1400,1400,4.80044221878,52.365272522,1,399.2132555343377,11589.136439121557
1401,1401,4.9441177844999995,52.295736312849996,2,449.42628767178405,15102.398378083115
1402,1402,4.87530231476,52.3582725525,2,437.86478939469595,13595.926644609159
1403,1403,4.8799738884,52.3607902527,1,399.1858235074174,11587.960795745952
1404,1404,4.85178899765,52.392250061,1,399.37852365631323,11596.218852689293
1405,1405,4.90168905258,52.3538131714,2,399.14313820861105,11586.131409918306
1406,1406,5.00605010986,52.3510398865,1,399.12617660927407,11585.404464687472
1407,1407,4.800684928895,52.34155273435,2,457.2194070399964,14822.999911104693
1408,1408,4.86325979233,52.3494720459,1,399.11658888915156,11584.99354801297
1409,1409,4.955199400586666,52.394449869800006,3,539.7139584511378,18225.174421802814
1410,1410,4.92179584503,52.3402175903,1,399.0600147934809,11582.568810168366
1411,1411,4.91765403748,52.3952827454,1,399.39711972385476,11597.01572544803
1412,1412,4.90677404404,52.3484802246,1,399.1105241496333,11584.733620279629
1413,1413,4.87186479568,52.3550376892,1,399.15062837863616,11586.45242342428
1414,1414,4.9279551506,52.3366851807,1,399.03842917875573,11581.643639293521
1415,1415,4.88857316971,52.3444480896,2,399.085872515742,11583.677069811984
1416,1416,4.86530017853,52.3660774231,1,399.2181824395701,11589.34758743875
1417,1417,4.88650178909,52.3469200134,1,399.10098460566655,11584.324764478706
1418,1418,4.93346309662,52.3564491272,1,399.1592626179609,11586.822467632386
1419,1419,4.84620189667,52.3399620056,2,399.0584528240692,11582.501863741763
1420,1420,4.897194623945,52.421115875249995,2,471.1286964704303,16339.271866367
1421,1421,4.92214155197,52.3346061707,4,405.6290419562664,12092.31478009771
1422,1422,4.9184679985,52.3525848389,1,399.135625281591,11585.809419586496
1423,1423,4.87521886826,52.3999443054,1,399.4257107393974,11598.240880939238
1424,1424,4.94476509094,52.3659896851,1,399.21764537271827,11589.324570833416
1425,1425,4.87334012985,52.3686523438,2,399.233945530155,11590.0231289567
1426,1426,4.81217479706,52.3495292664,1,399.1169387878797,11585.008544250595
1427,1427,4.90745592117,52.3492355347,1,399.1151426477614,11584.931563880002
1428,1428,4.95443201065,52.3061332703,1,398.8519330334842,11573.649807656315
1429,1429,4.88894081116,52.3665466309,1,399.2210546364581,11589.470678499185
1430,1430,4.97586679459,52.3230895996,1,398.95539459777484,11578.084619451529
1431,1431,4.86623096466,52.346118927,1,399.0960869144152,11584.114853161725
1432,1432,4.85970687866,52.3636779785,1,399.2034958567498,11588.71817478759
1433,1433,4.80669593811,52.3627052307,1,399.1975424642888,11588.463032768514
1434,1434,4.92706012726,52.3426475525,1,399.0748664105414,11583.205351247181
1435,1435,4.95974493027,52.3961181641,1,399.4022430328553,11597.235266250971
1436,1436,4.97972488403,52.3213844299,1,398.9449853004177,11577.638444463606
1437,1437,4.91423177719,52.3328094482,1,399.0147510842972,11580.628769585795
1438,1438,4.85572385788,52.3770942688,1,399.2856428994929,11592.238620951386
1439,1439,4.812223196030001,52.3471355438,2,440.13670376773507,14060.427765605129
1440,1440,4.79203987122,52.36120224,1,399.1883445991407,11588.068841996575
1441,1441,4.99474000931,52.2988853455,1,398.8077421268001,11571.75550804862
1442,1442,4.89369297028,52.3472442627,1,399.102967075946,11584.409731485994
1443,1443,4.89253807068,52.4080200195,1,399.47526170552953,11600.364142150696
1444,1444,4.78458404541,52.3516616821,1,399.12997929881976,11585.56744214751
1445,1445,4.93849515915,52.3493423462,1,399.11579578481786,11584.959556540007
1446,1446,4.8871088028,52.3806648254,2,399.30751677842295,11593.176005530364
1447,1447,4.81670284271,52.3470573425,1,399.10182423586485,11584.360750325899
1448,1448,4.85985422134,52.3522415161,2,399.13352549677495,11585.719426386833
1449,1449,4.92785668373,52.3791465759,2,405.7950663067212,12096.261595715734
1450,1450,4.94195890427,52.3491477966,1,399.11460614437425,11584.908569965723
1451,1451,4.91114711761,52.3521080017,1,399.13270892550025,11585.684429525936
1452,1452,4.9959031740799995,52.297136942533335,3,464.2607595101967,15811.475142634756
1453,1453,4.88691091537,52.3682632446,2,399.2315633905297,11589.92104060808
1454,1454,4.86980104446,52.368888855,1,399.2353935260661,11590.085183802714
1455,1455,4.84878396988,52.3767356873,2,399.28344643369417,11592.144492762596
1456,1456,4.92288923264,52.3684425354,1,399.2326610343199,11589.968080942508
1457,1457,4.92577314377,52.3551445007,1,399.15128175381255,11586.480425698584
1458,1458,4.91275215149,52.3706512451,1,399.2461841069432,11590.547619769839
1459,1459,4.92643499374,52.3386993408,1,399.05073659403917,11582.171143095713
1460,1460,4.90993404388,52.3567199707,1,399.1609195451694,11586.893479582135
1461,1461,4.86983203888,52.3730049133,1,399.260596756254,11591.165276618407
1462,1462,4.87608130773,52.34495290123334,3,470.3559545947418,16476.52519735403
1463,1463,4.80788707733,52.3630523682,1,399.1996669673992,11588.554081809454
1464,1464,4.91456890106,52.3557701111,1,399.15510875388514,11586.644442528695
1465,1465,4.91329097748,52.3603477478,1,399.183115741946,11587.844749050098
1466,1466,4.88015079498,52.3302345276,1,398.9990232342603,11579.954648161494
1467,1467,4.8794417381274995,52.34778404235,4,431.996022922277,14106.497925530228
1468,1468,4.91532707214,52.3628005981,1,399.19812611446696,11588.488046054303
1469,1469,4.89352607727,52.402130127,1,399.43912003628856,11598.815476239108
1470,1470,4.94489383698,52.3586959839,1,399.1730089643448,11587.411601285534
1471,1471,4.838449001315,52.3499698639,2,423.01535898802723,13175.720943403423
1472,1472,4.85512018204,52.3600502014,1,399.18129504489707,11587.766719349274
1473,1473,4.78703784943,52.3896522522,1,399.36259699715544,11595.536361382787
1474,1474,4.87313699722,52.3575515747,1,399.1660071864433,11587.111523413912
1475,1475,4.86996889114,52.3319892883,2,399.0097411991069,11580.414038382396
1476,1476,4.85056781769,52.391292572,1,399.37265317657113,11595.967290887647
1477,1477,4.90949010849,52.365978241,1,399.21757532087855,11589.321568670097
1478,1478,4.89272260666,52.357107162450006,2,432.80200349268364,14148.736136003547
1479,1479,4.804905732473333,52.3599624634,3,405.78409734393216,12099.25257672555
1480,1480,4.93802976608,52.3552284241,1,399.15179512306565,11586.50242759378
1481,1481,4.92170286179,52.3646659851,1,399.2095430067365,11588.97733397251
1482,1482,4.87346696854,52.3790855408,1,399.29784119193965,11592.761368885534
